location,player,player_id,position,shot_aerial_won,shot_first_time,shot_statsbomb_xg,under_pressure,shot_open_goal,shot_follows_dribble,goalkeeper_success_out,half_end_early_video_end,goal,shot_body_part_Head,shot_body_part_Left Foot,shot_body_part_Other,shot_body_part_Right Foot,shot_technique_Backheel,shot_technique_Diving Header,shot_technique_Half Volley,shot_technique_Lob,shot_technique_Normal,shot_technique_Overhead Kick,shot_technique_Volley,shot_type_Corner,shot_type_Free Kick,shot_type_Open Play,shot_type_Penalty,x,y,distance,angle
"[118.5, 55.7]",Harry Kane,10955.0,Center Forward,0,0,0.010068606,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,118.5,55.7,15.771493271088826,2.9515384702412133
"[108.6, 41.1]",Toby Alderweireld,20005.0,Right Center Back,0,0,0.042785387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,108.6,41.1,11.452947218947624,38.37474788556146
"[112.6, 44.9]",Connor Wickham,20641.0,Center Forward,0,1,0.10812075,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,112.6,44.9,8.8752464754507,43.323460267685135
"[102.4, 59.3]",Heung-Min Son,3083.0,Right Wing,0,0,0.008216988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.4,59.3,26.119915773217947,11.93285854220887
"[108.8, 45.5]",Bamidele Alli,3094.0,Left Wing,0,1,0.09000444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,108.8,45.5,12.477579893553079,32.676936052168266
"[98.2, 58.4]",Toby Alderweireld,20005.0,Right Center Back,0,0,0.010555647,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,98.2,58.4,28.52718002186686,12.330948186548683
"[102.4, 22.8]",Bamidele Alli,3094.0,Left Wing,0,0,0.02552191,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.4,22.8,24.608941464435233,13.43102887068167
"[98.6, 37.2]",Yohan Cabaye,3277.0,Right Center Midfield,0,1,0.031978928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,98.6,37.2,21.58240023723034,20.837505685611617
"[99.8, 60.3]",Mousa Sidi Yaya Dembélé,3037.0,Right Center Midfield,0,0,0.0106028095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,99.8,60.3,28.6379119350556,11.362950491457882
"[108.1, 56.9]",Wilfried Zaha,3507.0,Right Midfield,0,0,0.04252152,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,108.1,56.9,20.669300907384365,13.034703258738192
"[112.8, 31.1]",Danny Rose,3594.0,Left Back,0,1,0.10114883,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,112.8,31.1,11.447707194019246,26.594923843564672
"[93.4, 29.5]",Joe Ledley,4817.0,Left Center Midfield,0,1,0.0215157,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,93.4,29.5,28.59737750214169,14.863614449358003
"[94.9, 42.8]",Bamidele Alli,3094.0,Left Wing,0,1,0.029934289,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,94.9,42.8,25.255692427648857,17.89565489816627
"[96.2, 58.1]",Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,0,0,0.009479049,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,96.2,58.1,29.90066888883926,12.234835021920299
"[113.8, 33.9]",Harry Kane,10955.0,Center Forward,0,0,0.19936599,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,113.8,33.9,8.697700845625818,39.74410510382391
"[94.1, 32.7]",Bamidele Alli,3094.0,Left Center Midfield,0,0,0.030132962,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,94.1,32.7,26.909106265351888,16.31021673424246
"[85.7, 34.3]",Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,0,0,0.019820511,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,85.7,34.3,34.77038970158373,12.9534304824135
"[96.5, 30.3]",Mousa Sidi Yaya Dembélé,3037.0,Right Center Midfield,0,0,0.03623,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,96.5,30.3,25.423217734976035,16.607302749839185
"[116.2, 37.5]",Harry Kane,10955.0,Center Forward,1,0,0.22950903,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,116.2,37.5,4.548626166217661,81.22976269185686
"[95.1, 22.2]",Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,0,0,0.011873002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,95.1,22.2,30.60800548876062,12.20625211491414
"[105.2, 50.5]",Wilfried Zaha,3507.0,Right Midfield,0,0,0.088235915,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,105.2,50.5,18.146349495146396,20.702812373141263
"[97.0, 39.3]",Pape N''Diaye Souaré,4884.0,Left Back,0,1,0.03109607,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,97.0,39.3,23.01064970834157,19.71423683288155
"[110.9, 34.5]",Damien Delaney,3693.0,Left Center Back,0,1,0.17658108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,110.9,34.5,10.632967600815865,36.871786600726416
"[114.8, 51.0]",Scott Dann,3407.0,Right Center Back,0,0,0.04264035,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,114.8,51.0,12.167168939404105,17.487348482676346
"[116.2, 35.6]",Mile Jedinak,5489.0,Center Attacking Midfield,0,1,0.17440021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,116.2,35.6,5.81377674149945,59.649904105813
"[96.6, 31.3]",Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,0,0,0.04068011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,96.6,31.3,24.96497546563986,17.13322289895848
"[97.6, 35.7]",Bamidele Alli,3094.0,Left Center Midfield,0,0,0.042854954,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,97.6,35.7,22.80898945591409,19.5641588110416
"[64.3, 25.1]",Bamidele Alli,3094.0,Left Center Midfield,0,1,0.0029118003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,64.3,25.1,57.65847726050351,7.670631368612406
"[111.2, 39.8]",Fraizer Campbell,9641.0,Right Center Midfield,1,0,0.14032143,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,111.2,39.8,8.802272433866152,48.86943528682026
"[92.6, 38.8]",Harry Kane,10955.0,Center Forward,0,0,0.025000682,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.6,38.8,27.426264783962115,16.580646226419184
"[109.9, 29.1]",Bamidele Alli,3094.0,Left Center Midfield,0,0,0.38039085,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,109.9,29.1,14.860013458944103,21.52887363470404
"[100.3, 27.7]",Nabil Bentaleb,8520.0,Center Attacking Midfield,0,0,0.06644827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100.3,27.7,23.22455596992115,16.75808016956492
"[94.2, 33.5]",Nacer Chadli,4831.0,Left Wing,0,0,0.028571052,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,94.2,33.5,26.606202284429845,16.61054267620913
"[87.1, 35.1]",Yannick Bolasie Yala,3589.0,Right Center Forward,0,0,0.018623501,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,87.1,35.1,33.26289223744683,13.570194686676345
"[103.0, 49.3]",Riyad Mahrez,3814.0,Right Midfield,0,0,0.4010443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,103.0,49.3,19.377564346429093,20.722318224386893
"[102.6, 23.1]",Yannick Bolasie Yala,3589.0,Right Center Forward,0,0,0.030921102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.6,23.1,24.256339377573035,13.668931567733507
"[95.8, 20.3]",Yannick Bolasie Yala,3589.0,Right Center Forward,0,0,0.008790727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,95.8,20.3,31.204647089816607,11.428037109914792
"[114.4, 49.5]",Wilfried Zaha,3507.0,Right Midfield,0,1,0.1496035,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,114.4,49.5,11.027692415006864,22.98676622682799
"[108.5, 35.2]",Yannick Bolasie Yala,3589.0,Right Center Forward,0,0,0.031598173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,108.5,35.2,12.461540835707275,33.444462651632726
"[110.8, 44.0]",Riyad Mahrez,3814.0,Right Midfield,0,1,0.38573304,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,110.8,44.0,10.031948963187565,41.009086901570214
"[106.6, 25.8]",Yannick Bolasie Yala,3589.0,Right Center Forward,0,0,0.048444763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,106.6,25.8,19.524343778985255,16.358957215201734
"[103.2, 27.0]",Marc Albrighton,3307.0,Left Midfield,0,0,0.045090854,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,103.2,27.0,21.242410409367388,17.16043421449228
"[104.7, 48.7]",Shinji Okazaki,3810.0,Left Center Forward,0,0,0.067239545,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,104.7,48.7,17.600568172647154,22.618480108928
"[99.3, 51.1]",Riyad Mahrez,3814.0,Right Midfield,0,0,0.03755242,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,99.3,51.1,23.488294957276064,17.177856152789435
"[117.9, 34.9]",Shinji Okazaki,3810.0,Left Center Forward,0,0,0.22530487,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,117.9,34.9,5.51543289325507,49.359407844344766
"[112.0, 43.4]",Jamie Vardy,10960.0,Right Center Forward,0,0,0.11676653,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,112.0,43.4,8.692525524840292,47.05797872078777
"[114.0, 41.9]",Mile Jedinak,5489.0,Center Defensive Midfield,1,0,0.12644796,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,114.0,41.9,6.2936475910238245,63.80858041335039
"[99.1, 61.2]",Bakary Sako,3469.0,Right Wing,0,0,0.009865704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,99.1,61.2,29.769951293208397,10.87563689356238
"[84.5, 52.2]",Scott Dann,3407.0,Right Center Back,0,0,0.0057449983,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,84.5,52.2,37.53784756748847,11.522613759516343
"[97.8, 40.0]",Christian Fuchs,3812.0,Left Back,0,0,0.0425754,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,97.8,40.0,22.200000000000003,20.42794597014099
"[115.1, 28.9]",Wilfried Zaha,3507.0,Left Wing,0,1,0.056643613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,115.1,28.9,12.133424908079338,16.63272377570743
"[97.9, 59.4]",Bakary Sako,3469.0,Right Wing,0,0,0.00996506,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,97.9,59.4,29.406971962444548,11.766536724642629
"[100.1, 40.5]",Yohan Cabaye,3277.0,Right Defensive Midfield,0,1,0.04167392,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,100.1,40.5,19.906280415989325,22.717155378643493
"[110.9, 39.1]",Damien Delaney,3693.0,Left Center Back,0,0,0.07314373,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,110.9,39.1,9.14439719172346,47.11264506852555
"[89.2, 54.1]",Oriol Romeu Vidal,3272.0,Right Defensive Midfield,0,1,0.006843839,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,89.2,54.1,33.8740313514645,12.285690464636904
"[107.7, 37.9]",Shane Long,3842.0,Center Forward,0,0,0.08798279,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,107.7,37.9,12.47798060585125,35.159583367897895
"[102.2, 39.4]",Sadio Mané,3629.0,Center Attacking Midfield,0,0,0.2174844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.2,39.4,17.810109488714545,25.303640107509416
"[88.0, 30.6]",Matt Targett,3651.0,Left Wing,0,1,0.012415907,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,88.0,30.6,33.35206140555633,13.143075233758555
"[115.9, 27.2]",Shane Long,3842.0,Center Forward,0,1,0.02405295,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,115.9,27.2,13.440610105199838,11.266427714337587
"[107.5, 28.2]",Odion Jude Ighalo,5458.0,Right Center Forward,0,0,0.0702575,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,107.5,28.2,17.189822570346678,19.68693279512996
"[101.4, 43.5]",Sadio Mané,3629.0,Center Attacking Midfield,0,0,0.40881008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,101.4,43.5,18.926436537288254,23.50040230872009
"[103.3, 38.9]",José Miguel da Rocha Fonte,3960.0,Left Center Back,0,1,0.0816504,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,103.3,38.9,16.73618833546038,26.833433796353482
"[92.0, 57.0]",José Manuel Jurado Marín,6870.0,Left Midfield,0,0,0.0074242004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.0,57.0,32.7566787083184,11.965128837748836
"[104.8, 39.7]",Shane Long,3842.0,Center Forward,1,0,0.029509466,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,104.8,39.7,15.202960238058905,29.476854348393285
"[112.6, 42.3]",Sadio Mané,3629.0,Center Attacking Midfield,0,0,0.26081473,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.6,42.3,7.749193506423754,53.3475131315804
"[112.6, 41.7]",Shane Long,3842.0,Center Forward,1,0,0.09052512,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.6,41.7,7.592759709091292,54.87180085241628
"[92.4, 47.9]",Oriol Romeu Vidal,3272.0,Right Defensive Midfield,0,0,0.030689068,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,92.4,47.9,28.708361151413705,15.280850689023985
"[118.1, 31.8]",Sadio Mané,3629.0,Center Attacking Midfield,0,1,0.2340425,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,118.1,31.8,8.417244204607588,15.489085837303104
"[103.5, 47.5]",Sadio Mané,3629.0,Center Attacking Midfield,0,1,0.07490347,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,103.5,47.5,18.12456896039186,22.899195900398826
"[106.5, 42.6]",Dušan Tadić,3831.0,Center Attacking Midfield,0,0,0.16213788,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,106.5,42.6,13.748090776540575,31.97411602453775
"[87.2, 46.6]",Troy Deeney,3454.0,Left Center Forward,0,0,0.019603154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,87.2,46.6,33.45743564590687,13.377052507762938
"[85.1, 54.4]",Craig Cathcart,3263.0,Left Center Back,0,0,0.0072189956,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,85.1,54.4,37.754072627996045,11.20536811510541
"[109.1, 25.3]",Dušan Tadić,3831.0,Center Attacking Midfield,0,0,0.06316786,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,109.1,25.3,18.300273222004094,15.293118285968255
"[108.5, 49.8]",Nathan Redmond,3286.0,Right Midfield,0,0,0.094822526,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,108.5,49.8,15.109268678529745,23.430434851296194
"[107.5, 45.1]",Cameron Jerome,4807.0,Center Forward,0,1,0.06488609,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,107.5,45.1,13.500370365289983,31.025544584675597
"[106.9, 40.1]",Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,1,0,0.030832577,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,106.9,40.1,13.100381673829196,33.95771579239762
"[111.8, 23.0]",Alex Iwobi,3647.0,Left Wing,0,0,0.014925547,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,111.8,23.0,18.874321179846444,10.91300632384377
"[106.7, 41.9]",Olivier Giroud,3604.0,Center Forward,0,0,0.19867674,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.7,41.9,13.4350288425444,32.89513249790967
"[92.1, 29.4]",Cameron Jerome,4807.0,Center Forward,0,1,0.024895595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.1,29.4,29.845770219580533,14.313770904200789
"[112.6, 51.9]",Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,0,0,0.044462215,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,112.6,51.9,14.013208055259867,18.1705717796049
"[99.3, 34.7]",Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,0,0,0.046920236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,99.3,34.7,21.36773268271578,20.599642799423574
"[114.9, 48.6]",Laurent Koscielny,3394.0,Left Center Back,1,0,0.06724663,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,114.9,48.6,9.99849988748312,25.914552168860876
"[103.4, 24.9]",Alex Iwobi,3647.0,Left Wing,0,0,0.024038302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,103.4,24.9,22.440365415919587,15.236125089251138
"[108.7, 51.4]",Nathan Redmond,3286.0,Right Midfield,0,0,0.08847889,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,108.7,51.4,16.051479682571323,20.51056001132535
"[101.9, 32.2]",Gary O''Neil,9452.0,Right Center Midfield,0,1,0.1635419,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,101.9,32.2,19.709134937891104,21.244937548479825
"[102.1, 43.3]",Nathan Redmond,3286.0,Right Midfield,0,0,0.051772732,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.1,43.3,18.201648277010523,24.42615383139986
"[107.0, 37.6]",Per Mertesacker,3475.0,Right Center Back,1,0,0.054563478,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,107.0,37.6,13.219682295728592,33.22787976255444
"[97.8, 39.4]",Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,0,1,0.025609624,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,97.8,39.4,22.2081066279861,20.413807000673735
"[108.9, 33.9]",Olivier Giroud,3604.0,Center Forward,0,1,0.05040848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,108.9,33.9,12.665701717630961,31.58624763981368
"[104.1, 40.7]",Daniel Nii Tackie Mensah Welbeck,3569.0,Left Wing,0,1,0.072252095,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,104.1,40.7,15.915401345866217,28.19265880816777
"[93.8, 40.1]",Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,0,0,0.032280467,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,93.8,40.1,26.20019083899963,17.360593467534144
"[98.8, 33.2]",Gary O''Neil,9452.0,Right Center Midfield,0,0,0.03956645,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,98.8,33.2,22.263872080121196,19.47201795544799
"[100.3, 35.5]",Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,0,0,0.070508964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,100.3,35.5,20.207424378183383,21.88495371454447
"[91.1, 38.8]",Mesut Özil,3496.0,Center Attacking Midfield,0,1,0.01984219,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,91.1,38.8,28.924902765610128,15.734009084904285
"[97.9, 33.9]",Dieumerci Mbokani Bezua,23663.0,Left Center Forward,0,0,0.050015565,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,97.9,33.9,22.926403991904177,19.132946898976236
"[111.9, 41.5]",Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,0,0,0.10662867,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,111.9,41.5,8.237718130647583,51.32941051400477
"[100.9, 48.0]",Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,0,0,0.092949346,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,100.9,48.0,20.70772802602931,20.31183487951474
"[93.4, 42.3]",Nathan Redmond,3286.0,Right Midfield,0,0,0.05694333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,93.4,42.3,26.699250925821865,16.98131835187544
"[111.7, 29.5]",Cameron Jerome,4807.0,Right Center Forward,0,0,0.042897575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,111.7,29.5,13.384319183283099,22.146931769890053
"[109.0, 31.7]",Harry Kane,10955.0,Center Forward,0,0,0.10378687,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,109.0,31.7,13.780058055030104,26.842469025629704
"[103.3, 23.8]",Harry Kane,10955.0,Center Forward,0,0,0.027218351,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,103.3,23.8,23.26649952184471,14.268766272871735
"[98.4, 38.1]",Bamidele Alli,3094.0,Center Attacking Midfield,0,0,0.07176788,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,98.4,38.1,21.683403791840426,20.830532265112552
"[105.7, 28.2]",Marko Arnautović,3325.0,Left Wing,0,0,0.04081719,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,105.7,28.2,18.539956850003723,19.242451644821145
"[105.9, 54.5]",Bamidele Alli,3094.0,Center Attacking Midfield,0,0,0.038522895,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,105.9,54.5,20.225231766286385,16.012372011895184
"[99.7, 33.0]",Marko Arnautović,3325.0,Left Wing,0,0,0.07830232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,99.7,33.0,21.47300631024915,20.045510408847623
"[108.9, 39.4]",Marko Arnautović,3325.0,Left Wing,1,0,0.056130704,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,108.9,39.4,11.116204388189338,39.539978745774285
"[103.3, 40.6]",Bojan Krkíc Pérez,4913.0,Center Forward,0,1,0.08095315,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,103.3,40.6,16.710774967068406,26.907901696442238
"[103.0, 27.7]",Gilbert Gianelli Imbula Wanga,4346.0,Left Defensive Midfield,0,1,0.044186745,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,103.0,27.7,20.983088428541688,17.772498307004465
"[104.9, 39.3]",Bamidele Alli,3094.0,Center Attacking Midfield,0,1,0.07479046,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,104.9,39.3,15.11621645783097,29.61695669606382
"[102.0, 57.9]",Kyle Walker,3205.0,Right Back,0,1,0.022237752,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.0,57.9,25.38523192724463,12.906488262355673
"[93.0, 35.9]",Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,0,0,0.034149323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,93.0,35.9,27.309522148876937,16.4870386135055
"[108.9, 57.1]",Marko Arnautović,3325.0,Left Wing,0,1,0.018638501,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,108.9,57.1,20.386760409638406,12.528200469650358
"[104.2, 40.6]",Christian Dannemann Eriksen,3043.0,Left Wing,0,0,0.46122453,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,104.2,40.6,15.811388300841895,28.376628710723214
"[105.0, 47.0]",Bamidele Alli,3094.0,Center Attacking Midfield,0,0,0.14859904,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,105.0,47.0,16.55294535724685,24.94390526342458
"[106.2, 56.5]",Harry Kane,10955.0,Center Forward,0,1,0.046457417,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.2,56.5,21.510230124292022,13.882521684856876
"[94.7, 57.8]",Ibrahim Afellay,4891.0,Center Attacking Midfield,0,0,0.007817875,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,94.7,57.8,30.934285186504628,12.139703184511761
"[102.7, 51.5]",Ibrahim Afellay,4891.0,Center Attacking Midfield,0,0,0.04718346,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.7,51.5,20.773540863319376,18.42088363639537
"[103.8, 39.0]",Bamidele Alli,3094.0,Center Attacking Midfield,0,1,0.0884697,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,103.8,39.0,16.230834852218788,27.64389875254343
"[113.5, 26.4]",Erik Lamela,3585.0,Right Wing,0,0,0.051059097,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,113.5,26.4,15.073486657041231,13.831169355653469
"[98.9, 25.8]",Harry Kane,10955.0,Center Forward,0,0,0.035058968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,98.9,25.8,25.433245958783942,14.980021046337562
"[94.0, 31.2]",Ibrahim Afellay,4891.0,Center Attacking Midfield,0,0,0.03208412,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,94.0,31.2,27.44886154287642,15.751468924902401
"[102.2, 31.4]",José Luis Sanmartín Mato,3265.0,Center Forward,0,1,0.06093416,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.2,31.4,19.768662069042506,20.803584996775843
"[104.3, 42.7]",Bamidele Alli,3094.0,Center Attacking Midfield,0,0,0.39695072,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,104.3,42.7,15.930473941474563,27.84388156067078
