sofifa_id,short_name,long_name,player_positions,overall,club_team_id,club_name,league_name,league_level,shooting,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
206534,P. Bamford,Patrick Bamford,"ST, RM",70,1799.0,Crystal Palace,English Premier League,1.0,69.0,9,7,11,6,16,
212419,T. Mings,Tyrone Mings,LB,70,1943.0,AFC Bournemouth,English Premier League,1.0,36.0,7,10,13,7,15,
212722,D. Yedlin,DeAndre Roselle Yedlin,RB,70,106.0,Sunderland,English Premier League,1.0,51.0,7,15,7,11,11,
215639,Kenedy,Robert Kenedy Nunes do Nascimento,ST,70,5.0,Chelsea,English Premier League,1.0,67.0,11,15,11,15,12,
167931,R. Elliot,Rob Elliot,GK,69,13.0,Newcastle United,English Premier League,1.0,,70,67,68,69,72,48.0
170353,Y. Kermorgant,Yann Kermorgant,"ST, CF",69,1943.0,AFC Bournemouth,English Premier League,1.0,72.0,14,16,14,10,6,
172960,L. Grabban,Lewis Grabban,ST,69,1792.0,Norwich City,English Premier League,1.0,70.0,10,15,12,12,11,
178033,G. Obertan,Gabriel Antoine Obertan,"RM, LM",69,13.0,Newcastle United,English Premier League,1.0,61.0,13,6,16,12,9,
185422,J. King,Joshua Christian Kojo King,"LM, RM, ST",69,1943.0,AFC Bournemouth,English Premier League,1.0,65.0,12,9,11,12,7,
186139,M. James,Matty James,CM,69,95.0,Leicester City,English Premier League,1.0,60.0,7,10,15,8,14,
186158,K. Bartley,Kyle Bartley,CB,69,1960.0,Swansea City,English Premier League,1.0,27.0,6,10,14,10,7,
186595,E. Bennett,Elliott Bennett,"RM, LM",69,1792.0,Norwich City,English Premier League,1.0,64.0,8,13,8,10,8,
200759,J. Schlupp,Jeffrey Schlupp,"LWB, LB, LM",69,95.0,Leicester City,English Premier League,1.0,60.0,9,7,8,10,9,
200957,C. Mavrias,Charalampos Mavrias,"RM, CAM, LM",69,106.0,Sunderland,English Premier League,1.0,63.0,7,9,10,16,12,
201093,N. Powell,Nick Powell,"CAM, ST",69,11.0,Manchester United,English Premier League,1.0,69.0,15,13,7,14,12,
201884,R. Brady,Robbie Brady,"LWB, LM, LB",69,1792.0,Norwich City,English Premier League,1.0,64.0,12,8,13,7,7,
203464,T. Hoban,Thomas Michael Hoban,CB,69,1795.0,Watford,English Premier League,1.0,37.0,12,12,15,9,12,
204355,P. Dummett,Paul Dummett,"LB, CB",69,13.0,Newcastle United,English Premier League,1.0,40.0,15,11,13,11,13,
204519,C. Martina,Rhu-endly Aurelio Jean-Carlo Martina,"RB, CB",69,17.0,Southampton,English Premier League,1.0,53.0,13,14,14,14,12,
207494,J. Lingard,Jesse Lingard,"CAM, LM",69,11.0,Manchester United,English Premier League,1.0,62.0,14,10,8,13,9,
208920,N. Aké,Nathan Aké,"LB, CB, CDM",69,1795.0,Watford,English Premier League,1.0,49.0,10,7,7,16,10,
211117,D. Alli,Bamidele Alli,"CM, CDM, CAM",69,18.0,Tottenham Hotspur,English Premier League,1.0,65.0,7,6,9,11,8,
212273,C. N'Jié,Clinton Mua N'Jie,"ST, RW",69,18.0,Tottenham Hotspur,English Premier League,1.0,68.0,13,10,9,9,11,
53593,G. O'Neil,Gary O'Neil,"CM, CDM, RM",68,1792.0,Norwich City,English Premier League,1.0,65.0,12,8,15,8,14,
53759,L. Doyley,Lloyd Doyley,"CB, RB",68,1795.0,Watford,English Premier League,1.0,32.0,8,11,11,13,7,
120018,D. Hammond,Dean Hammond,"CM, CDM",68,95.0,Leicester City,English Premier League,1.0,59.0,8,11,15,15,10,
138353,P. McCarthy,Patrick McCarthy,CB,68,1799.0,Crystal Palace,English Premier League,1.0,40.0,15,16,6,10,8,
172904,L. Tomlin,Lee Tomlin,"CAM, ST",68,1943.0,AFC Bournemouth,English Premier League,1.0,72.0,9,12,13,12,11,
176801,M. Emnes,Marvin Emnes,"ST, CAM",68,1960.0,Swansea City,English Premier League,1.0,66.0,12,12,7,11,10,
190430,J. Bennett,Joe Bennett,LB,68,1943.0,AFC Bournemouth,English Premier League,1.0,41.0,9,8,11,7,14,
193331,K. Darlow,Karl Darlow,GK,68,13.0,Newcastle United,English Premier League,1.0,,70,68,62,63,74,55.0
197953,E. O'Kane,Eunan O'Kane,"CM, CDM",68,1943.0,AFC Bournemouth,English Premier League,1.0,52.0,13,9,13,12,10,
203487,J. Lascelles,Jamaal Lascelles,CB,68,13.0,Newcastle United,English Premier League,1.0,27.0,10,15,7,10,15,
188657,D. Rudd,Declan Rudd,GK,67,1792.0,Norwich City,English Premier League,1.0,,72,66,65,63,70,50.0
201208,D. Henry,Doneil Jor-Dee Ashley Henry,"CB, RB",67,19.0,West Ham United,English Premier League,1.0,46.0,8,10,10,11,15,
205990,H. Reed,Harrison Reed,CDM,67,17.0,Southampton,English Premier League,1.0,51.0,7,12,14,10,11,
210377,Teixeira,João Carlos Vilaça Teixeira,CAM,67,9.0,Liverpool,English Premier League,1.0,63.0,14,16,14,15,16,
225100,J. Gomez,Joe Gomez,"LB, CB, RB",67,9.0,Liverpool,English Premier League,1.0,30.0,8,13,14,7,7,
225719,K. Iheanacho,Kelechi Promise Iheanacho,ST,67,10.0,Manchester City,English Premier League,1.0,68.0,8,7,7,11,15,
138279,L. Dyer,Lloyd Dyer,"LM, LW",66,1795.0,Watford,English Premier League,1.0,51.0,8,8,7,5,10,
169100,I. Anya,Ikechi Anya,"LWB, RWB, CAM",66,1795.0,Watford,English Premier League,1.0,61.0,9,15,6,16,13,
170879,S. MacDonald,Shaun Benjamin MacDonald,"CM, CDM",66,1943.0,AFC Bournemouth,English Premier League,1.0,58.0,8,10,11,9,16,
189446,J. Stanislas,Junior Stanislas,"LM, RM",66,1943.0,AFC Bournemouth,English Premier League,1.0,62.0,13,8,6,7,6,
194806,C. Dawson,Craig Dawson,"RB, CB",66,109.0,West Bromwich Albion,English Premier League,1.0,43.0,7,8,7,7,5,
200741,T. Browning,蒋光太,"CB, RB",66,7.0,Everton,English Premier League,1.0,34.0,10,13,7,9,12,
203331,L. Isgrove,Lloyd Jeffrey Isgrove,"RM, LM",66,17.0,Southampton,English Premier League,1.0,51.0,9,11,7,12,9,
206126,T. Rantie,Tokelo Anthony Rantie,ST,66,1943.0,AFC Bournemouth,English Premier League,1.0,63.0,10,11,16,15,14,
208450,A. Pereira,Andreas Hugo Hoelgebaum Pereira,"CAM, CM",66,11.0,Manchester United,English Premier League,1.0,58.0,15,14,7,10,7,
213642,J. Wilson,James Anthony Wilson,ST,66,11.0,Manchester United,English Premier League,1.0,65.0,9,15,14,8,16,
218659,M. Targett,Matt Targett,LB,66,17.0,Southampton,English Premier League,1.0,37.0,10,15,8,11,14,
222079,J. Onomah,Josh Onomah,CAM,66,18.0,Tottenham Hotspur,English Premier League,1.0,56.0,6,13,12,9,10,
192320,G. Gardner,Gary Gardner,"CDM, CM",65,2.0,Aston Villa,English Premier League,1.0,70.0,11,12,12,9,15,
197932,K. Appiah,Kwesi Appiah,ST,65,1799.0,Crystal Palace,English Premier League,1.0,62.0,8,6,13,10,6,
200780,G. Bigirimana,Gaël Bigirimana,"CM, CDM",65,13.0,Newcastle United,English Premier League,1.0,53.0,7,15,10,12,12,
205186,P. Gazzaniga,Paulo Dino Gazzaniga,GK,65,17.0,Southampton,English Premier League,1.0,,69,59,84,57,72,59.0
206086,H. Toffolo,Harry Toffolo,"LB, LWB",65,1792.0,Norwich City,English Premier League,1.0,44.0,12,15,15,13,13,
206489,E. Fryers,Ezekiel David Fryers,"LB, CB",65,1799.0,Crystal Palace,English Premier League,1.0,37.0,7,14,14,6,11,
209852,B. Galloway,Brendan Joel Zibusiso Galloway,"LB, CB",65,7.0,Everton,English Premier League,1.0,37.0,6,14,9,8,8,
213697,P. McNair,Patrick James Coleman McNair,CB,65,11.0,Manchester United,English Premier League,1.0,39.0,14,8,11,8,14,
221350,T. Ambrose,Thierry Ambrose,"ST, RW",65,10.0,Manchester City,English Premier League,1.0,63.0,9,11,16,11,7,
221982,P. Roberts,Patrick Roberts,RM,65,10.0,Manchester City,English Premier League,1.0,56.0,12,7,8,7,12,
220185,B. Barker,Brandon Lee Colin Barker,LM,64,10.0,Manchester City,English Premier League,1.0,61.0,11,6,8,9,7,
225441,K. Palmer,Kasey Palmer,"CAM, RM",64,5.0,Chelsea,English Premier League,1.0,54.0,7,16,9,11,16,
50660,R. Wright,Richard Wright,GK,63,10.0,Manchester City,English Premier League,1.0,,68,62,66,58,62,31.0
199812,R. Allsop,Ryan Allsop,GK,63,1943.0,AFC Bournemouth,English Premier League,1.0,,64,58,65,60,67,42.0
203224,C. Good,Curtis Edward Good,"CB, LB",63,13.0,Newcastle United,English Premier League,1.0,35.0,10,8,7,14,8,
206075,S. Johnstone,Sam Johnstone,GK,63,11.0,Manchester United,English Premier League,1.0,,69,56,53,60,72,35.0
213666,R. Loftus-Cheek,Ruben Loftus-Cheek,CM,63,5.0,Chelsea,English Premier League,1.0,44.0,11,7,12,15,13,
216791,M. Pennington,Matthew Pennington,"CB, RB",63,7.0,Everton,English Premier League,1.0,33.0,12,12,7,12,11,
219172,M. Cain,Michael Cain,CM,63,95.0,Leicester City,English Premier League,1.0,58.0,9,16,15,12,15,
219914,G. Varela,Guillermo Varela Olivera,RB,63,11.0,Manchester United,English Premier League,1.0,33.0,13,9,15,15,14,
221890,J. Fulton,Jay Fulton,CM,63,1960.0,Swansea City,English Premier League,1.0,54.0,11,11,8,11,7,
221909,J. Staněk,Jindřich Staněk,GK,63,7.0,Everton,English Premier League,1.0,,58,66,69,63,66,42.0
222528,L. Gooch,Lynden Jack Gooch,"CAM, CM",63,106.0,Sunderland,English Premier League,1.0,56.0,13,13,11,14,8,
230033,D. Lewis,Dennon Elliot Lewis,"LW, RW, ST",63,1795.0,Watford,English Premier League,1.0,66.0,6,10,9,11,15,
186238,J. Kean,Jacob Kendall Kean,GK,62,1792.0,Norwich City,English Premier League,1.0,,63,55,46,64,66,45.0
202886,B. Siegrist,Benjamin Kevin Siegrist,GK,62,2.0,Aston Villa,English Premier League,1.0,,66,64,70,62,56,36.0
204291,A. Nabi,Adil Nabi,ST,62,109.0,West Bromwich Albion,English Premier League,1.0,60.0,15,16,9,15,9,
211506,J. Swift,John Swift,"CM, ST",62,5.0,Chelsea,English Premier League,1.0,59.0,14,7,10,7,9,
212118,M. Grimes,Matthew Grimes,CM,62,1960.0,Swansea City,English Premier League,1.0,56.0,16,15,6,7,15,
213900,R. Seager,Ryan Paul Seager,ST,62,17.0,Southampton,English Premier League,1.0,64.0,7,9,8,16,6,
215211,B. Cargill,Baily James Cargill,"CB, LB",62,1943.0,AFC Bournemouth,English Premier League,1.0,29.0,7,7,9,13,9,
216268,D. Watmore,Duncan Watmore,"RW, ST",62,106.0,Sunderland,English Premier League,1.0,62.0,6,15,8,14,15,
222922,J. Hesketh,Jake Alexander Hesketh,CAM,62,17.0,Southampton,English Premier League,1.0,47.0,13,11,10,10,12,
223992,Dionatan Teixeira,Dionatan do Nascimento Teixeira,CB,62,1806.0,Stoke City,English Premier League,1.0,32.0,11,7,14,6,13,
225946,O. Shenton,Oliver Gregory Shenton,CM,62,1806.0,Stoke City,English Premier League,1.0,54.0,13,9,8,8,7,
226822,C. Roberts,Callum Roberts,CF,62,13.0,Newcastle United,English Premier League,1.0,62.0,13,7,15,10,14,
228509,J. Reine-Adelaïde,Jeff Reine-Adélaïde,CAM,62,1.0,Arsenal,English Premier League,1.0,48.0,10,15,11,16,8,
203831,J. Loza,Jamar Kasheef Loza,ST,61,1792.0,Norwich City,English Premier League,1.0,56.0,12,7,12,8,16,
204233,C. Musonda,Charly Musonda Junior,CAM,61,5.0,Chelsea,English Premier League,1.0,52.0,6,6,7,8,9,
207633,J. Haugaard,Jakob Let Haugaard,GK,61,1806.0,Stoke City,English Premier League,1.0,,63,56,57,61,64,46.0
211595,G. Evans,George Evans,"CM, CDM, CB",61,10.0,Manchester City,English Premier League,1.0,50.0,10,9,15,13,14,
216470,G. Zabret,Gregor Zabret,GK,61,1960.0,Swansea City,English Premier League,1.0,,68,57,55,58,66,45.0
218661,J. Flannigan,Jake Flannigan,CM,61,17.0,Southampton,English Premier League,1.0,55.0,7,9,9,14,10,
221354,M. Veljkovic,Miloš Veljković,"CB, CDM",61,18.0,Tottenham Hotspur,English Premier League,1.0,28.0,15,7,15,11,11,
221358,J. Rossiter,Jordan Bernard Rossiter,CM,61,9.0,Liverpool,English Premier League,1.0,47.0,6,7,11,13,9,
222836,R. Ledson,Ryan Ledson,"CM, CAM",61,7.0,Everton,English Premier League,1.0,48.0,14,16,16,8,11,
223264,S. Hendrie,Stephen Hendrie,LB,61,19.0,West Ham United,English Premier League,1.0,31.0,9,6,8,11,13,
223372,Moha,Mohamed El Ouriachi,LW,61,1806.0,Stoke City,English Premier League,1.0,57.0,11,14,11,10,12,
223978,Manu García,Manuel García Alonso,CAM,61,10.0,Manchester City,English Premier League,1.0,55.0,15,14,12,12,12,
224763,K. Bielik,Krystian Bielik,CDM,61,1.0,Arsenal,English Premier League,1.0,43.0,15,7,12,8,8,
225024,M. Holgate,Mason Holgate,RB,61,7.0,Everton,English Premier League,1.0,42.0,13,12,9,8,16,
228814,A. Green,Andre Jay Green,LM,61,2.0,Aston Villa,English Premier League,1.0,57.0,7,11,9,10,12,
229984,B. Chilwell,Ben Chilwell,"LB, CB",61,95.0,Leicester City,English Premier League,1.0,32.0,10,7,14,7,10,
230847,Z. Elbouzedi,Zachary Elbouzedi,CAM,61,109.0,West Bromwich Albion,English Premier League,1.0,55.0,6,11,13,10,7,
230876,M. Butcher,Matthew David Butcher,CB,61,1943.0,AFC Bournemouth,English Premier League,1.0,35.0,15,6,7,7,12,
230895,A. Wright,Andre Antonio Wright,ST,61,109.0,West Bromwich Albion,English Premier League,1.0,65.0,12,9,14,5,6,
204785,M. Mandron,Mikaël Yann Mathieu Mandron,ST,60,106.0,Sunderland,English Premier League,1.0,61.0,14,10,13,15,8,
211928,D. Gape,Dominic Edward Gape,CM,60,17.0,Southampton,English Premier League,1.0,46.0,11,16,11,15,8,
212228,I. Toney,Ivan Toney,ST,60,13.0,Newcastle United,English Premier League,1.0,53.0,16,8,8,7,8,
213698,J. Barmby,Jack Barmby,"CAM, LWB",60,95.0,Leicester City,English Premier League,1.0,60.0,7,13,15,10,15,
215864,J. Dodoo,Joe Dodoo,"ST, RM",60,95.0,Leicester City,English Premier League,1.0,58.0,8,14,7,15,10,
220940,C. Brannagan,Cameron Mark Thomas Brannagan,"CAM, CM, RW",60,9.0,Liverpool,English Premier League,1.0,46.0,12,7,8,8,12,
221346,M. Samuelsen,Martin Samuelsen,"RM, CAM",60,19.0,West Ham United,English Premier League,1.0,45.0,6,14,14,11,14,
224525,J. Sellars,Jerrell Anthony Sellars,"LM, ST",60,2.0,Aston Villa,English Premier League,1.0,63.0,11,14,13,14,11,
224656,O. Aina,Temitayo Olufisayo Olaoluwa Aina,RB,60,5.0,Chelsea,English Premier League,1.0,35.0,7,14,10,10,9,
198414,R. Spiegel,Raphael Simon Spiegel,GK,59,19.0,West Ham United,English Premier League,1.0,,59,58,57,58,63,58.0
200385,L. Lucas,Lee Lucas,CM,59,1960.0,Swansea City,English Premier League,1.0,51.0,7,7,10,11,9,
204846,J. Blackman,Jamal Blackman,GK,59,5.0,Chelsea,English Premier League,1.0,,67,49,60,55,66,46.0
209258,R. Hanley,Raheem Hanley,LB,59,1960.0,Swansea City,English Premier League,1.0,35.0,14,12,11,12,10,
210108,E. Lee,Elliott Lee,ST,59,19.0,West Ham United,English Premier League,1.0,61.0,14,8,15,14,9,
211201,L. Chambers,Leo Chambers,"CB, RB",59,19.0,West Ham United,English Premier League,1.0,28.0,10,12,6,11,8,
211421,J. Loveridge,James Loveridge,ST,59,1960.0,Swansea City,English Premier League,1.0,58.0,13,9,11,8,9,
215371,C. Jones,Callam Jones,CB,59,109.0,West Bromwich Albion,English Premier League,1.0,33.0,13,10,15,15,6,
215756,S. McQueen,Sam McQueen,LM,59,17.0,Southampton,English Premier League,1.0,57.0,12,12,12,7,9,
222400,H. Winks,Harry Winks,"CM, RM, CAM",59,18.0,Tottenham Hotspur,English Premier League,1.0,54.0,8,11,14,13,10,
222864,J. Rose,Jack Joseph Rose,GK,59,109.0,West Bromwich Albion,English Premier League,1.0,,66,54,53,55,62,42.0
223917,S. Nabi,Samir Nabi,CM,59,109.0,West Bromwich Albion,English Premier League,1.0,55.0,14,7,14,7,10,
224129,T. Moore,Tafari Lalibela Moore,RB,59,1.0,Arsenal,English Premier League,1.0,32.0,16,14,9,7,10,
224834,T. Robson,Thomas Robson,LB,59,106.0,Sunderland,English Premier League,1.0,34.0,10,12,9,13,10,
212366,J. Sheehan,Joshua Luke Sheehan,CM,58,1960.0,Swansea City,English Premier League,1.0,45.0,15,16,11,10,12,
213416,K. McEvoy,Kenneth McEvoy,"LM, CAM",58,18.0,Tottenham Hotspur,English Premier League,1.0,49.0,7,12,10,12,8,
216270,G. Honeyman,George Honeyman,CAM,58,106.0,Sunderland,English Premier League,1.0,51.0,11,15,16,10,8,
218646,M. Smith,Martin Smith,"CM, CAM",58,106.0,Sunderland,English Premier League,1.0,56.0,8,6,16,7,13,
220488,F. Costa,Filippo Costa,LB,58,1943.0,AFC Bournemouth,English Premier League,1.0,28.0,15,10,12,7,6,
222527,L. Agnew,Liam Agnew,CM,58,106.0,Sunderland,English Premier League,1.0,52.0,11,12,11,13,15,
222576,Julio Pleguezuelo,Julio José Pleguezuelo Selva,RB,58,1.0,Arsenal,English Premier League,1.0,35.0,14,15,8,11,9,
225361,L. McGee,Luke Paul McGee,GK,58,18.0,Tottenham Hotspur,English Premier League,1.0,,67,51,56,50,65,47.0
225387,L. Page,Lewis Robert Page,LB,58,19.0,West Ham United,English Premier League,1.0,36.0,11,15,9,7,10,
227542,S. El-Fitouri,Sadiq El-Fitouri,RB,58,11.0,Manchester United,English Premier League,1.0,34.0,15,8,10,10,9,
230828,O. Borg,Oscar Francis Borg,"LM, LB, RM",58,19.0,West Ham United,English Premier League,1.0,46.0,12,14,13,6,14,
175603,R. Gilmartin,Rene Gilmartin,GK,57,1795.0,Watford,English Premier League,1.0,,67,51,54,52,61,53.0
212063,A. Gafaiti,Adel Gafaiti,CB,57,1792.0,Norwich City,English Premier League,1.0,26.0,15,14,12,6,7,
213149,C. King,Cameron Mark King,"CAM, LM",57,1792.0,Norwich City,English Premier League,1.0,52.0,13,6,8,13,13,
222255,R. Huddart,Ryan Huddart,GK,57,1.0,Arsenal,English Premier League,1.0,,63,55,55,49,60,40.0
225279,C. McGrandles,Conor McGrandles,"CM, LM, RM",57,1792.0,Norwich City,English Premier League,1.0,55.0,15,13,8,10,15,
228151,J. Cullen,Joshua Jon Cullen,CM,57,19.0,West Ham United,English Premier League,1.0,47.0,9,12,15,11,9,
228332,H. Choudhury,Hamza Choudhury,CM,57,95.0,Leicester City,English Premier League,1.0,44.0,9,14,8,10,11,
229930,K. Knoyle,Kyle Knoyle,RB,57,19.0,West Ham United,English Premier League,1.0,24.0,14,9,13,11,7,
208291,R. Allassani,Reise Allassani,"LM, CAM",56,1799.0,Crystal Palace,English Premier League,1.0,47.0,8,12,12,7,15,
222422,A. Jakubiak,Alexander Louis Jakubiak,ST,56,1795.0,Watford,English Premier League,1.0,55.0,7,13,6,12,8,
225364,W. Miller,William Miller,CAM,56,18.0,Tottenham Hotspur,English Premier League,1.0,45.0,10,7,10,9,10,
226047,K. Bailey,Kyle Bailey,ST,56,95.0,Leicester City,English Premier League,1.0,56.0,14,11,6,9,12,
213655,A. Iwobi,Alex Iwobi,"CF, RW, LW",55,1.0,Arsenal,English Premier League,1.0,49.0,14,7,12,14,11,
213673,A. Kiwomya,Andrew Alexander Kiwomya,"RM, CAM",55,5.0,Chelsea,English Premier League,1.0,52.0,6,16,8,11,16,
215398,A. Sesay,Alie Sesay,"CB, RB",55,95.0,Leicester City,English Premier League,1.0,25.0,8,14,12,13,9,
225365,E. Sonupe,Emmanuel Olukolade Sonupe,"RM, LM",55,18.0,Tottenham Hotspur,English Premier League,1.0,48.0,8,14,7,15,13,
226048,B. Fox,Brandon Fox,ST,55,95.0,Leicester City,English Premier League,1.0,53.0,9,8,13,10,12,
213677,B. Killip,Ben Killip,GK,54,1792.0,Norwich City,English Premier League,1.0,,55,52,54,52,57,43.0
223909,A. Palmer,Alex Palmer,GK,54,109.0,West Bromwich Albion,English Premier League,1.0,,62,49,58,50,57,32.0
225773,S. O'Connor,Stefan O'Connor,CB,54,1.0,Arsenal,English Premier League,1.0,30.0,7,7,15,8,11,
213407,M. Macey,Matthew Ryan Macey,GK,51,1.0,Arsenal,English Premier League,1.0,,53,49,46,49,53,40.0
228402,T. Campbell,Tahvon Ravell Campbell,ST,48,109.0,West Bromwich Albion,English Premier League,1.0,50.0,10,12,14,14,11,
